candidate_id,smiles,sdf_path,status
CAND_8f58782c4d,COc1ccc2cc1Nc1nc3c(-c4ccc(S(C)(=O)=O)cc4)ccc(n3n1)COCSC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_8f58782c4d.sdf,prepared
CAND_0ea6b3bd67,COc1c2cccc1Nc1nc3c(-c4ccc(S(C)(=O)=O)cc4)ccc(n3n1)COCSC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_0ea6b3bd67.sdf,prepared
CAND_0f3be20d2f,COc1c2cccc1Nc1nc3c(-c4ccc(S(C)(=O)=O)cc4)ccc(n3n1)CCOCSC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_0f3be20d2f.sdf,prepared
CAND_aba9ac81c8,COc1ccc2cc1Nc1nc3c(cccn3n1)-c1ccc(S(C)(=O)=O)cc1COCNC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_aba9ac81c8.sdf,prepared
CAND_85fbfbf3db,COc1ccc2cc1Nc1nc3c(cccn3n1)-c1ccc(S(C)(=O)=O)cc1COCNCC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_85fbfbf3db.sdf,prepared
CAND_59b9cb396b,COc1cc2ccc1Nc1nc3c(-c4ccc(S(C)(=O)=O)cc4)cc(cn3n1)COCNC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_59b9cb396b.sdf,prepared
CAND_b11643e912,COc1cc2ccc1Nc1nc3c(-c4ccc(S(C)(=O)=O)cc4)cc(cn3n1)COCNCC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_b11643e912.sdf,prepared
CAND_7c716cbf2c,COc1cc2ccc1Nc1nc3c(cccn3n1)-c1ccc(S(C)(=O)=O)cc1COCNC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_7c716cbf2c.sdf,prepared
CAND_715e53ab6e,COc1cc2ccc1Nc1nc3c(cccn3n1)-c1ccc(S(C)(=O)=O)cc1COCNCC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_715e53ab6e.sdf,prepared
CAND_97d10b2bf0,COc1cccc2c1Nc1nc3c(-c4ccc(S(C)(=O)=O)cc4)cc(cn3n1)COCSC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_97d10b2bf0.sdf,prepared
CAND_ae3e5b7c5c,COc1cccc2c1Nc1nc3c(-c4ccc(S(C)(=O)=O)cc4)cc(cn3n1)CCOCSC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_ae3e5b7c5c.sdf,prepared
CAND_eee3e9a9b2,COc1cccc2c1Nc1nc3c(cccn3n1)-c1ccc(S(C)(=O)=O)cc1CSCOC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_eee3e9a9b2.sdf,prepared
CAND_49672ce1f9,COc1c2cccc1Nc1nc3c(cccn3n1)-c1ccc(S(C)(=O)=O)cc1COCNC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_49672ce1f9.sdf,prepared
CAND_fefc918672,COc1c2cccc1Nc1nc3c(cccn3n1)-c1ccc(S(C)(=O)=O)cc1COCNCC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_fefc918672.sdf,prepared
CAND_8a6617e03a,CC(=O)Nc1ccc(-c2nc3nc(c2C)COCNCCC2CN(CCO2)c2ccc(cc2)N3)cc1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_8a6617e03a.sdf,prepared
CAND_f11ff7167e,CC(=O)Nc1ccc(-c2nc3nc(c2C)CSCSCCC2CN(CCO2)c2ccc(cc2)N3)cc1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_f11ff7167e.sdf,prepared
CAND_fd80188ca2,CC(=O)Nc1ccc2c(c1)CCSCCSCCc1cc(N3CCOCC3)ccc1Nc1ncc(C)c-2n1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_fd80188ca2.sdf,prepared
CAND_7de9ad38a2,COc1ccc(-c2ccc3c4nc(nn23)Nc2ccc(c(Cl)c2)N2CCN(C)CC2CNCOC4)cn1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_7de9ad38a2.sdf,prepared
CAND_d609b40c0f,COc1ccc(-c2ccc3c4nc(nn23)Nc2ccc(c(Cl)c2)N2CCN(C)CC2COCSC4)cn1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_d609b40c0f.sdf,prepared
CAND_8963515af2,COc1ccc(-c2cc3c4cnc(nn24)Nc2ccc(c(Cl)c2)N2CCN(C)CC2CNCOC3)cn1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_8963515af2.sdf,prepared
CAND_c40fa5398d,COc1ccc(-c2cc3c4cnc(nn24)Nc2ccc(c(Cl)c2)N2CCN(C)CC2CCNCOC3)cn1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_c40fa5398d.sdf,prepared
CAND_19a536e3d2,COc1cc2c(cn1)-c1ccc3cnc(nn13)Nc1ccc(c(Cl)c1)N1CCN(C)CC1CNCOC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_19a536e3d2.sdf,prepared
CAND_e4823f5727,COc1cc2c(cn1)-c1ccc3cnc(nn13)Nc1ccc(c(Cl)c1)N1CCN(C)CC1CCNCOC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_e4823f5727.sdf,prepared
CAND_73d68e9fba,COc1ccc(-c2ccc3c4nc(nn23)Nc2ccc(c(Cl)c2)N2CCN(C)C(CNCOC4)C2)cn1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_73d68e9fba.sdf,prepared
CAND_c78b3e4148,CN1CCN(c2ccc3c(c2Cl)COCNCCOc2ccc(cn2)-c2ccc4cnc(nn24)N3)CC1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_c78b3e4148.sdf,prepared
CAND_9e4ffceec9,COc1ccc(-c2ccc3c4nc(nn23)Nc2cc(Cl)c(N3CCN(C)CC3)c(c2)CSCSCC4)cn1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_9e4ffceec9.sdf,prepared
CAND_fb3d46d368,COc1ccc(-c2ccc3c4nc(nn23)Nc2ccc(N3CCN(C)CC3)c(Cl)c2CCSCSCC4)cn1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_fb3d46d368.sdf,prepared
CAND_b8e4d9515e,COc1ccc(-c2ccc3c4nc(nn23)Nc2cc(Cl)c(N3CCN(C)CC3)cc2CCSCSCC4)cn1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_b8e4d9515e.sdf,prepared
CAND_7c05d32b8d,COc1ccc(-c2cc3c4cnc(nn24)Nc2cc(Cl)c(N4CCN(C)CC4)c(c2)CCCC3)cn1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_7c05d32b8d.sdf,prepared
CAND_9ba10771de,COc1ccc(-c2cc3c4cnc(nn24)Nc2cc(Cl)c(N4CCN(C)CC4)c(c2)CSCOC3)cn1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_9ba10771de.sdf,prepared
CAND_efe79e39a5,COc1ccc(-c2cc3c4cnc(nn24)Nc2cc(Cl)c(N4CCN(C)CC4)c(c2)CSCOCC3)cn1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_efe79e39a5.sdf,prepared
CAND_30f572f263,COc1ccc(-c2cc3c4cnc(nn24)Nc2ccc(N4CCN(C)CC4)c(Cl)c2CSCSC3)cn1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_30f572f263.sdf,prepared
CAND_39ff2db598,COc1ccc(-c2cc3c4cnc(nn24)Nc2ccc(N4CCN(C)CC4)c(Cl)c2CSCSCC3)cn1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_39ff2db598.sdf,prepared
CAND_047bf215c9,COc1ccc(-c2cc3c4cnc(nn24)Nc2cc(Cl)c(N4CCN(C)CC4)cc2CSCSC3)cn1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_047bf215c9.sdf,prepared
CAND_1e4806b1e8,COc1ccc(-c2cc3c4cnc(nn24)Nc2cc(Cl)c(N4CCN(C)CC4)cc2CSCSCC3)cn1,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_1e4806b1e8.sdf,prepared
CAND_3dfa95d1a2,COc1cc2c(cn1)-c1ccc3cnc(nn13)Nc1cc(Cl)c(N3CCN(C)CC3)c(c1)CCCC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_3dfa95d1a2.sdf,prepared
CAND_ca7271b53b,COc1cc2c(cn1)-c1ccc3cnc(nn13)Nc1cc(Cl)c(N3CCN(C)CC3)c(c1)CNCOC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_ca7271b53b.sdf,prepared
CAND_0c68695d46,Cc1cc2cc(n1)Nc1sc(cc1C(N)=O)-c1ccc(F)c(c1)CCOCOCC2,C:\Users\srira\Desktop\new_plan\EMD_V5_2_Hybrid\06_docking\v5_5_pocket_guided\ligands_sdf\CAND_0c68695d46.sdf,prepared
